,證券代碼,簡稱,TEJ產業指數
665,4552,力達-KY      ,TEJN07  傳產- 電機及家電      
666,4555,氣立         ,TEJN06  傳產- 工具機          
667,4557,永新-KY      ,TEJN16  傳產- 汽車            
668,4560,強信-KY      ,TEJN06  傳產- 工具機          
669,4562,穎漢         ,TEJN06  傳產- 工具機          
670,4564,元翎         ,TEJN14  傳產- 鋼鐵            
671,4566,時碩工業     ,TEJN16  傳產- 汽車            
672,4569,六方科-KY    ,TEJT14  電子- 電子零組件其他  
673,4571,鈞興-KY      ,TEJN16  傳產- 汽車            
674,4572,駐龍         ,                              
675,4576,大銀微系統   ,TEJN06  傳產- 工具機          
676,4581,光隆精密-KY  ,TEJN16  傳產- 汽車            
677,4583,台灣精銳     ,TEJN06  傳產- 工具機          
678,4720,德淵         ,TEJN11  傳產- 其他化學        
679,4722,國精化       ,TEJN11  傳產- 其他化學        
680,4736,泰博         ,TEJN10  傳產- 醫療耗材        
681,4737,華廣         ,TEJN10  傳產- 醫療耗材        
682,4739,康普         ,TEJN11  傳產- 其他化學        
683,4746,台耀         ,TEJN09  傳產- 西藥            
684,4755,三福化       ,TEJN11  傳產- 其他化學        
685,4763,材料-KY      ,TEJN11  傳產- 其他化學        
686,4764,雙鍵         ,TEJN11  傳產- 其他化學        
687,4766,南寶         ,TEJN11  傳產- 其他化學        
688,4770,上品         ,TEJN11  傳產- 其他化學        
689,4807,日成-KY      ,TEJO99  其它業別              
690,4904,遠傳         ,TEJT19  電子- 電信業          
691,4906,正文         ,TEJT15  電子- 網通            
692,4912,聯德控股-KY  ,TEJT14  電子- 電子零組件其他  
693,4915,致伸         ,TEJT05  電子- PC週邊          
694,4916,事欣科       ,TEJT02  電子- 主機板          
695,4919,新唐         ,TEJT17  電子- IC設計          
696,4927,泰鼎-KY      ,TEJT03  電子- PCB             
697,4930,燦星網       ,TEJN07  傳產- 電機及家電      
698,4934,太極         ,TEJT07  電子- 太陽能          
699,4935,茂林-KY      ,TEJT08  電子- 面板            
700,4938,和碩         ,TEJT01  電子- PC              
701,4942,嘉彰         ,TEJT14  電子- 電子零組件其他  
702,4943,康控-KY      ,TEJT10  電子- 連接器          
703,4952,凌通         ,TEJT17  電子- IC設計          
704,4956,光鋐         ,TEJT06  電子- LED             
705,4958,臻鼎-KY      ,TEJT03  電子- PCB             
706,4960,誠美材       ,TEJT08  電子- 面板            
707,4961,天鈺         ,TEJT17  電子- IC設計          
708,4967,十銓         ,TEJT16  電子- 晶圓製造        
709,4968,立積         ,TEJT17  電子- IC設計          
710,4976,佳凌         ,TEJT21  電子- 消費性電子      
711,4977,眾達-KY      ,TEJT15  電子- 網通            
712,4989,榮科         ,TEJT04  電子- PCB原材料       
713,4994,傳奇         ,TEJT22  電子- 軟體            
714,4999,鑫禾         ,TEJT14  電子- 電子零組件其他  
715,5007,三星         ,TEJN14  傳產- 鋼鐵            
716,5203,訊連         ,                              
717,5215,科嘉-KY      ,TEJT14  電子- 電子零組件其他  
718,5222,全訊         ,TEJT15  電子- 網通            
719,5225,東科-KY      ,TEJT21  電子- 消費性電子      
720,5234,達興材料     ,TEJT08  電子- 面板            
721,5243,乙盛-KY      ,TEJT14  電子- 電子零組件其他  
722,5244,弘凱         ,TEJT06  電子- LED             
723,5258,虹堡         ,TEJT02  電子- 主機板          
724,5269,祥碩         ,TEJT17  電子- IC設計          
725,5283,禾聯碩       ,TEJN07  傳產- 電機及家電      
726,5284,jpp-KY       ,TEJT14  電子- 電子零組件其他  
727,5285,界霖         ,TEJT16  電子- 晶圓製造        
728,5288,豐祥-KY      ,TEJN16  傳產- 汽車            
729,5292,華懋         ,TEJT18  電子- 電子設備        
730,5306,桂盟         ,TEJN23  傳產- 運動休閒        
731,5388,中磊         ,TEJT15  電子- 網通            
732,5434,崇越         ,TEJT20  電子- 資訊通路        
733,5469,瀚宇博       ,TEJT03  電子- PCB             
734,5471,松翰         ,TEJT17  電子- IC設計          
735,5484,慧友         ,TEJT09  電子- 其他光電        
736,5515,建國         ,TEJN17  傳產- 營建            
737,5519,隆大         ,TEJN17  傳產- 營建            
738,5521,工信         ,TEJN17  傳產- 營建            
739,5522,遠雄         ,TEJN17  傳產- 營建            
740,5525,順天         ,TEJN17  傳產- 營建            
741,5531,鄉林         ,TEJN17  傳產- 營建            
742,5533,皇鼎         ,TEJN17  傳產- 營建            
743,5534,長虹         ,TEJN17  傳產- 營建            
744,5538,東明-KY      ,TEJN14  傳產- 鋼鐵            
745,5546,永固-KY      ,TEJN01  傳產- 水泥            
746,5607,遠雄港       ,TEJN19  傳產- 陸運            
747,5608,四維航       ,TEJN18  傳產- 海空運          
748,5706,鳳凰         ,TEJN20  傳產- 觀光餐飲        
749,5871,中租-KY      ,TEJF01  金融- 金融中介        
750,5876,上海商銀     ,TEJF01  金融- 金融中介        
751,5880,合庫金       ,TEJF01  金融- 金融中介        
752,5906,台南-KY      ,                              
753,5907,大洋-KY      ,TEJN21  傳產- 百貨貿易        
754,6005,群益證       ,TEJF03  金融- 證券投信業      
755,6024,群益期       ,TEJF03  金融- 證券投信業      
756,6108,競國         ,TEJT03  電子- PCB             
757,6112,邁達特       ,TEJT22  電子- 軟體            
758,6115,鎰勝         ,TEJT10  電子- 連接器          
759,6116,彩晶         ,TEJT08  電子- 面板            
760,6117,迎廣         ,TEJT12  電子- 機殼            
761,6120,達運         ,TEJT08  電子- 面板            
762,6128,上福         ,TEJT05  電子- PC週邊          
763,6133,金橋         ,TEJT10  電子- 連接器          
764,6136,富爾特       ,                              
765,6139,亞翔         ,TEJN07  傳產- 電機及家電      
766,6141,柏承         ,TEJT03  電子- PCB             
767,6142,友勁         ,TEJT15  電子- 網通            
768,6152,百一         ,TEJT15  電子- 網通            
769,6153,嘉聯益       ,TEJT03  電子- PCB             
770,6155,鈞寶         ,TEJT13  電子- 被動元件        
771,6164,華興         ,TEJT06  電子- LED             
772,6165,浪凡         ,TEJT15  電子- 網通            
773,6166,凌華         ,TEJT02  電子- 主機板          
774,6168,宏齊         ,TEJT06  電子- LED             
775,6176,瑞儀         ,TEJT08  電子- 面板            
776,6177,達麗         ,TEJN17  傳產- 營建            
777,6183,關貿         ,                              
778,6184,大豐電       ,TEJO99  其它業別              
779,6189,豐藝         ,TEJT20  電子- 資訊通路        
780,6191,精成科       ,TEJT03  電子- PCB             
781,6192,巨路         ,TEJT20  電子- 資訊通路        
782,6196,帆宣         ,TEJT18  電子- 電子設備        
783,6197,佳必琪       ,TEJT10  電子- 連接器          
784,6201,亞弘電       ,TEJT21  電子- 消費性電子      
785,6202,盛群         ,TEJT17  電子- IC設計          
786,6205,詮欣         ,TEJT10  電子- 連接器          
787,6206,飛捷         ,TEJT02  電子- 主機板          
788,6209,今國光       ,TEJT21  電子- 消費性電子      
789,6213,聯茂         ,TEJT04  電子- PCB原材料       
790,6214,精誠         ,TEJT22  電子- 軟體            
791,6215,和椿         ,TEJT18  電子- 電子設備        
792,6216,居易         ,TEJT15  電子- 網通            
793,6224,聚鼎         ,TEJT13  電子- 被動元件        
794,6225,天瀚         ,TEJT21  電子- 消費性電子      
795,6226,光鼎         ,TEJT06  電子- LED             
796,6230,尼得科超眾   ,TEJT14  電子- 電子零組件其他  
797,6235,華孚         ,TEJT12  電子- 機殼            
798,6239,力成         ,TEJT16  電子- 晶圓製造        
799,6243,迅杰         ,TEJT17  電子- IC設計          
800,6257,矽格         ,TEJT16  電子- 晶圓製造        
801,6269,台郡         ,TEJT03  電子- PCB             
802,6271,同欣電       ,TEJT16  電子- 晶圓製造        
803,6277,宏正         ,TEJT05  電子- PC週邊          
804,6278,台表科       ,TEJT03  電子- PCB             
805,6281,全國電       ,TEJT20  電子- 資訊通路        
806,6282,康舒         ,TEJT11  電子- 電源供應器      
807,6283,淳安         ,TEJT05  電子- PC週邊          
808,6285,啟_         ,TEJT15  電子- 網通            
809,6288,聯嘉         ,TEJT06  電子- LED             
810,6405,悅城         ,TEJT08  電子- 面板            
811,6409,旭隼         ,TEJT11  電子- 電源供應器      
812,6412,群電         ,TEJT11  電子- 電源供應器      
813,6414,樺漢         ,TEJT02  電子- 主機板          
814,6415,矽力*-KY     ,TEJT17  電子- IC設計          
815,6416,瑞祺電通     ,TEJT15  電子- 網通            
816,6426,統新         ,TEJT15  電子- 網通            
817,6431,光麗-KY      ,                              
818,6438,迅得         ,TEJT18  電子- 電子設備        
819,6442,光聖         ,TEJT15  電子- 網通            
820,6443,元晶         ,TEJT07  電子- 太陽能          
821,6449,鈺邦         ,TEJT13  電子- 被動元件        
822,6451,訊芯-KY      ,TEJT16  電子- 晶圓製造        
823,6456,GIS-KY       ,TEJT08  電子- 面板            
824,6464,台數科       ,TEJO99  其它業別              
825,6472,保瑞         ,TEJN09  傳產- 西藥            
826,6477,安集         ,                              
827,6491,晶碩         ,TEJN10  傳產- 醫療耗材        
828,6504,南六         ,TEJN05  傳產- 紡織            
829,6505,台塑化       ,TEJN03  傳產- 塑膠原料        
830,6515,穎崴         ,TEJT04  電子- PCB原材料       
831,6525,捷敏-KY      ,TEJT16  電子- 晶圓製造        
832,6526,達發         ,TEJT17  電子- IC設計          
833,6531,愛普*        ,TEJT17  電子- IC設計          
834,6533,晶心科       ,TEJT17  電子- IC設計          
835,6541,泰福-KY      ,TEJN09  傳產- 西藥            
836,6550,北極星藥業-KY,TEJN09  傳產- 西藥            
837,6552,易華電       ,TEJT03  電子- PCB             
838,6558,興能高       ,TEJT14  電子- 電子零組件其他  
839,6573,虹揚-KY      ,TEJT14  電子- 電子零組件其他  
840,6579,研揚         ,TEJT02  電子- 主機板          
841,6581,鋼聯         ,TEJO99  其它業別              
842,6582,申豐         ,TEJN15  傳產- 橡膠            
843,6585,鼎基         ,TEJN11  傳產- 其他化學        
844,6591,動力-KY      ,TEJT14  電子- 電子零組件其他  
845,6592,和潤企業     ,TEJF01  金融- 金融中介        
846,6598,ABC-KY       ,TEJN10  傳產- 醫療耗材        
847,6605,帝寶         ,TEJN16  傳產- 汽車            
848,6606,建德工業     ,TEJN06  傳產- 工具機          
849,6625,必應         ,TEJO99  其它業別              
850,6641,基士德-KY    ,TEJO99  其它業別              
851,6655,科定         ,TEJO99  其它業別              
852,6657,華安         ,TEJN09  傳產- 西藥            
853,6658,聯策         ,TEJT18  電子- 電子設備        
854,6666,羅麗芬-KY    ,                              
855,6668,中揚光       ,TEJT21  電子- 消費性電子      
856,6669,緯穎         ,TEJT01  電子- PC              
857,6670,復盛應用     ,TEJN23  傳產- 運動休閒        
858,6671,三能-KY      ,TEJO99  其它業別              
859,6672,騰輝電子-KY  ,TEJT04  電子- PCB原材料       
860,6674,鋐寶科技     ,TEJT15  電子- 網通            
861,6689,伊雲谷       ,                              
862,6691,洋基工程     ,TEJT18  電子- 電子設備        
863,6695,芯鼎         ,TEJT17  電子- IC設計          
864,6698,旭暉應材     ,TEJT08  電子- 面板            
865,6706,惠特         ,TEJT18  電子- 電子設備        
866,6715,嘉基         ,TEJT10  電子- 連接器          
867,6719,力智         ,TEJT17  電子- IC設計          
868,6742,澤米         ,TEJT21  電子- 消費性電子      
869,6743,安普新       ,TEJT21  電子- 消費性電子      
870,6753,龍德造船     ,TEJN16  傳產- 汽車            
871,6754,匯僑設計     ,TEJN17  傳產- 營建            
872,6756,威鋒電子     ,TEJT17  電子- IC設計          
873,6768,志強-KY      ,TEJN23  傳產- 運動休閒        
874,6770,力積電       ,TEJT16  電子- 晶圓製造        
875,6776,展_國際     ,TEJT20  電子- 資訊通路        
876,6781,AES-KY       ,TEJT14  電子- 電子零組件其他  
877,6782,視陽         ,TEJN10  傳產- 醫療耗材        
878,6789,采鈺         ,TEJT16  電子- 晶圓製造        
879,6790,永豐實       ,TEJN13  傳產- 造紙            
880,6792,詠業         ,TEJT13  電子- 被動元件        
881,6796,晉弘         ,TEJN10  傳產- 醫療耗材        
882,6799,來頡         ,TEJT17  電子- IC設計          
883,6805,富世達       ,TEJT14  電子- 電子零組件其他  
884,6806,森崴能源     ,                              
885,6807,峰源-KY      ,TEJO99  其它業別              
886,6830,汎銓         ,TEJO99  其它業別              
887,6834,天二科技     ,TEJT13  電子- 被動元件        
888,6835,圓裕         ,TEJT03  電子- PCB             
889,6861,睿生光電     ,TEJN10  傳產- 醫療耗材        
890,6863,永道-KY      ,TEJT15  電子- 網通            
891,6901,鑽石投資     ,                              
892,6916,華凌         ,TEJT08  電子- 面板            
893,6933,AMAX-KY      ,TEJT01  電子- PC              
894,6937,天虹         ,TEJT18  電子- 電子設備        
895,8011,台通         ,TEJT15  電子- 網通            
896,8016,矽創         ,TEJT17  電子- IC設計          
897,8021,尖點         ,TEJT04  電子- PCB原材料       
898,8028,昇陽半導體   ,TEJT16  電子- 晶圓製造        
899,8033,雷虎         ,TEJO99  其它業別              
900,8039,台虹         ,TEJT04  電子- PCB原材料       
901,8046,南電         ,TEJT02  電子- 主機板          
902,8070,長華*        ,TEJT20  電子- 資訊通路        
903,8072,陞泰         ,TEJT20  電子- 資訊通路        
904,8081,致新         ,TEJT17  電子- IC設計          
905,8101,華冠         ,                              
906,8103,瀚荃         ,TEJT10  電子- 連接器          
907,8104,錸寶         ,TEJT08  電子- 面板            
908,8105,凌巨         ,TEJT08  電子- 面板            
909,8110,華東         ,TEJT16  電子- 晶圓製造        
910,8112,至上         ,TEJT20  電子- 資訊通路        
911,8114,振樺電       ,TEJT02  電子- 主機板          
912,8131,福懋科       ,TEJT16  電子- 晶圓製造        
913,8150,南茂         ,TEJT16  電子- 晶圓製造        
914,8163,達方         ,TEJT05  電子- PC週邊          
915,8201,無敵         ,TEJO99  其它業別              
916,8210,勤誠         ,TEJT12  電子- 機殼            
917,8213,志超         ,TEJT03  電子- PCB             
918,8215,明基材       ,TEJT08  電子- 面板            
919,8222,寶一         ,                              
920,8249,菱光         ,TEJT05  電子- PC週邊          
921,8261,富鼎         ,TEJT17  電子- IC設計          
922,8271,宇瞻         ,TEJT16  電子- 晶圓製造        
923,8341,日友         ,TEJO99  其它業別              
924,8367,建新國際     ,TEJN19  傳產- 陸運            
925,8374,羅昇         ,TEJN06  傳產- 工具機          
926,8404,百和興業-KY  ,TEJN05  傳產- 紡織            
927,8411,福貞-KY      ,TEJN14  傳產- 鋼鐵            
928,8422,可寧衛       ,TEJO99  其它業別              
929,8429,金麗-KY      ,TEJN23  傳產- 運動休閒        
930,8438,昶昕         ,TEJO99  其它業別              
931,8442,威宏-KY      ,TEJN23  傳產- 運動休閒        
932,8443,阿瘦         ,TEJN23  傳產- 運動休閒        
933,8454,富邦媒       ,TEJT15  電子- 網通            
934,8462,柏文         ,TEJO99  其它業別              
935,8463,潤泰材       ,TEJN01  傳產- 水泥            
936,8464,億豐         ,TEJO99  其它業別              
937,8466,美吉吉-KY    ,TEJN04  傳產- 塑膠製品        
938,8467,波力-KY      ,TEJO99  其它業別              
939,8473,山林水       ,TEJO99  其它業別              
940,8476,台境         ,TEJO99  其它業別              
941,8478,東哥遊艇     ,TEJN16  傳產- 汽車            
942,8481,政伸         ,TEJO99  其它業別              
943,8482,商億-KY      ,TEJO99  其它業別              
944,8488,吉源-KY      ,TEJN14  傳產- 鋼鐵            
945,8499,鼎炫-KY      ,TEJO99  其它業別              
946,8926,台汽電       ,TEJN22  傳產- 油電燃氣        
947,8940,新天地       ,TEJN20  傳產- 觀光餐飲        
948,8996,高力         ,TEJN07  傳產- 電機及家電      
949,9103,美德醫療-DR  ,TEJN10  傳產- 醫療耗材        
950,910322,康師傅-DR    ,TEJN02  傳產- 食品            
951,9105,泰金寶-DR    ,TEJT05  電子- PC週邊          
952,910861,神州-DR      ,TEJT22  電子- 軟體            
953,9110,越南控-DR    ,TEJN16  傳產- 汽車            
954,911608,明輝-DR      ,TEJN21  傳產- 百貨貿易        
955,911622,泰聚亨-DR    ,TEJN14  傳產- 鋼鐵            
956,911868,同方友友-DR  ,TEJT06  電子- LED             
957,912000,晨訊科-DR    ,TEJT15  電子- 網通            
958,9136,巨騰-DR      ,TEJT12  電子- 機殼            
959,9802,鈺齊-KY      ,TEJN23  傳產- 運動休閒        
960,9902,台火         ,TEJO99  其它業別              
961,9904,寶成         ,TEJN23  傳產- 運動休閒        
962,9905,大華         ,TEJN14  傳產- 鋼鐵            
963,9906,欣巴巴       ,TEJN17  傳產- 營建            
964,9907,統一實       ,TEJN14  傳產- 鋼鐵            
965,9908,大台北       ,TEJN22  傳產- 油電燃氣        
966,9910,豐泰         ,TEJN23  傳產- 運動休閒        
967,9911,櫻花         ,TEJO99  其它業別              
968,9912,偉聯         ,TEJT05  電子- PC週邊          
969,9914,美利達       ,TEJN23  傳產- 運動休閒        
970,9917,中保科       ,TEJO99  其它業別              
971,9918,欣天然       ,TEJN22  傳產- 油電燃氣        
972,9919,康那香       ,TEJN05  傳產- 紡織            
973,9921,巨大         ,TEJN23  傳產- 運動休閒        
974,9924,福興         ,TEJO99  其它業別              
975,9925,新保         ,TEJO99  其它業別              
976,9926,新海         ,TEJN22  傳產- 油電燃氣        
977,9927,泰銘         ,TEJN14  傳產- 鋼鐵            
978,9928,中視         ,TEJO99  其它業別              
979,9929,秋雨         ,TEJO99  其它業別              
980,9930,中聯資源     ,TEJN01  傳產- 水泥            
981,9931,欣高         ,TEJN22  傳產- 油電燃氣        
982,9933,中鼎         ,TEJN17  傳產- 營建            
983,9934,成霖         ,TEJO99  其它業別              
984,9935,慶豐富       ,TEJO99  其它業別              
985,9937,全國         ,TEJN22  傳產- 油電燃氣        
986,9938,百和         ,TEJN05  傳產- 紡織            
987,9939,宏全         ,TEJN04  傳產- 塑膠製品        
988,9940,信義         ,TEJN17  傳產- 營建            
989,9941,裕融         ,TEJF01  金融- 金融中介        
990,9942,茂順         ,TEJN16  傳產- 汽車            
991,9943,好樂迪       ,TEJN20  傳產- 觀光餐飲        
992,9944,新麗         ,TEJN05  傳產- 紡織            
993,9945,潤泰新       ,TEJN17  傳產- 營建            
994,9946,三發地產     ,TEJN17  傳產- 營建            
995,9955,佳龍         ,TEJO99  其它業別              
996,9958,世紀鋼       ,TEJN14  傳產- 鋼鐵            
