"Date","Taiwan_Accumulate","World_Accumulate"
"2019-12-31 00:00:00",0,0
"2020-01-01 00:00:00",0,0
"2020-01-02 00:00:00",0,0
"2020-01-03 00:00:00",0,0
"2020-01-04 00:00:00",0,0
"2020-01-05 00:00:00",0,0
"2020-01-06 00:00:00",0,0
"2020-01-07 00:00:00",0,0
"2020-01-08 00:00:00",0,0
"2020-01-09 00:00:00",0,0
"2020-01-10 00:00:00",0,0
"2020-01-11 00:00:00",0,41
"2020-01-12 00:00:00",0,41
"2020-01-13 00:00:00",0,41
"2020-01-14 00:00:00",0,42
"2020-01-15 00:00:00",0,42
"2020-01-16 00:00:00",0,43
"2020-01-17 00:00:00",0,47
"2020-01-18 00:00:00",0,65
"2020-01-19 00:00:00",0,124
"2020-01-20 00:00:00",0,217
"2020-01-21 00:00:00",0,295
"2020-01-22 00:00:00",1,446
"2020-01-23 00:00:00",1,582
"2020-01-24 00:00:00",3,845
"2020-01-25 00:00:00",3,1317
"2020-01-26 00:00:00",4,2014
"2020-01-27 00:00:00",5,2800
"2020-01-28 00:00:00",8,4579
"2020-01-29 00:00:00",8,6054
"2020-01-30 00:00:00",9,7811
"2020-01-31 00:00:00",10,9812
"2020-02-01 00:00:00",10,11942
"2020-02-02 00:00:00",10,14545
"2020-02-03 00:00:00",10,17382
"2020-02-04 00:00:00",11,20622
"2020-02-05 00:00:00",11,24538
"2020-02-06 00:00:00",14,28253
"2020-02-07 00:00:00",16,31428
"2020-02-08 00:00:00",17,34871
"2020-02-09 00:00:00",18,37552
"2020-02-10 00:00:00",18,40552
"2020-02-11 00:00:00",18,43098
"2020-02-12 00:00:00",18,45169
"2020-02-13 00:00:00",18,59284
"2020-02-14 00:00:00",18,64437
"2020-02-15 00:00:00",18,67099
"2020-02-16 00:00:00",20,69195
"2020-02-17 00:00:00",20,71324
"2020-02-18 00:00:00",22,73324
"2020-02-19 00:00:00",23,75172
"2020-02-20 00:00:00",24,76105
"2020-02-21 00:00:00",26,77078
"2020-02-22 00:00:00",26,77614
"2020-02-23 00:00:00",28,78533
"2020-02-24 00:00:00",30,79288
"2020-02-25 00:00:00",31,80015
"2020-02-26 00:00:00",32,80802
"2020-02-27 00:00:00",32,81717
"2020-02-28 00:00:00",34,83029
"2020-02-29 00:00:00",39,84536
"2020-03-01 00:00:00",40,86430
"2020-03-02 00:00:00",41,88299
"2020-03-03 00:00:00",42,89912
"2020-03-04 00:00:00",42,92060
"2020-03-05 00:00:00",44,94659
"2020-03-06 00:00:00",45,97349
"2020-03-07 00:00:00",45,101194
"2020-03-08 00:00:00",45,105274
"2020-03-09 00:00:00",45,109218
"2020-03-10 00:00:00",47,113687
"2020-03-11 00:00:00",48,117934
"2020-03-12 00:00:00",49,124656
"2020-03-13 00:00:00",50,132977
"2020-03-14 00:00:00",53,142159
"2020-03-15 00:00:00",58,152584
"2020-03-16 00:00:00",66,166111
"2020-03-17 00:00:00",77,178717
"2020-03-18 00:00:00",100,193781
"2020-03-19 00:00:00",108,210417
"2020-03-20 00:00:00",134,235939
"2020-03-21 00:00:00",153,263677
"2020-03-22 00:00:00",169,297200
"2020-03-23 00:00:00",195,329586
"2020-03-24 00:00:00",216,366618
"2020-03-25 00:00:00",235,408816
"2020-03-26 00:00:00",252,455742
"2020-03-27 00:00:00",267,517129
"2020-03-28 00:00:00",283,578836
"2020-03-29 00:00:00",298,645244
"2020-03-30 00:00:00",306,703175
"2020-03-31 00:00:00",322,763597
"2020-04-01 00:00:00",329,838568
"2020-04-02 00:00:00",339,912276
"2020-04-03 00:00:00",348,990338
"2020-04-04 00:00:00",355,1074176
"2020-04-05 00:00:00",363,1157764
"2020-04-06 00:00:00",373,1231490
"2020-04-07 00:00:00",376,1298072
"2020-04-08 00:00:00",379,1371189
"2020-04-09 00:00:00",380,1457987
"2020-04-10 00:00:00",382,1548718
"2020-04-11 00:00:00",385,1640016
"2020-04-12 00:00:00",388,1723092
"2020-04-13 00:00:00",393,1797314
"2020-04-14 00:00:00",393,1866068
"2020-04-15 00:00:00",395,1972924
"2020-04-16 00:00:00",395,2056313
"2020-04-17 00:00:00",395,2151032
"2020-04-18 00:00:00",398,2235575
"2020-04-19 00:00:00",420,2321737
"2020-04-20 00:00:00",422,2399414
"2020-04-21 00:00:00",425,2474098
"2020-04-22 00:00:00",426,2563834
"2020-04-23 00:00:00",427,2643327
"2020-04-24 00:00:00",428,2722670
"2020-04-25 00:00:00",429,2816864
"2020-04-26 00:00:00",429,2909665
"2020-04-27 00:00:00",429,2985957
"2020-04-28 00:00:00",429,3051238
"2020-04-29 00:00:00",429,3127037
"2020-04-30 00:00:00",429,3204218
"2020-05-01 00:00:00",429,3290996
"2020-05-02 00:00:00",432,3381831
"2020-05-03 00:00:00",436,3462462
"2020-05-04 00:00:00",438,3542680
"2020-05-05 00:00:00",438,3616309
"2020-05-06 00:00:00",439,3694516
"2020-05-07 00:00:00",440,3777583
"2020-05-08 00:00:00",440,3875316
"2020-05-09 00:00:00",440,3969294
"2020-05-10 00:00:00",440,4055894
"2020-05-11 00:00:00",440,4138100
"2020-05-12 00:00:00",440,4212538
"2020-05-13 00:00:00",440,4293320
"2020-05-14 00:00:00",440,4378046
"2020-05-15 00:00:00",440,4470565
"2020-05-16 00:00:00",440,4568116
"2020-05-17 00:00:00",440,4660752
"2020-05-18 00:00:00",440,4749813
"2020-05-19 00:00:00",440,4830923
"2020-05-20 00:00:00",440,4921252
"2020-05-21 00:00:00",441,5021902
"2020-05-22 00:00:00",441,5126141
"2020-05-23 00:00:00",441,5231502
"2020-05-24 00:00:00",441,5337297
"2020-05-25 00:00:00",441,5434035
"2020-05-26 00:00:00",441,5524652
"2020-05-27 00:00:00",441,5612601
"2020-05-28 00:00:00",441,5709022
"2020-05-29 00:00:00",442,5819082
"2020-05-30 00:00:00",442,5941199
"2020-05-31 00:00:00",442,6069754
"2020-06-01 00:00:00",443,6195424
"2020-06-02 00:00:00",443,6300389
"2020-06-03 00:00:00",443,6358642
"2020-06-04 00:00:00",443,6483812
"2020-06-05 00:00:00",443,6611220
"2020-06-06 00:00:00",443,6742096
"2020-06-07 00:00:00",443,6873363
"2020-06-08 00:00:00",443,6997091
"2020-06-09 00:00:00",443,7103682
"2020-06-10 00:00:00",443,7208264
"2020-06-11 00:00:00",443,7345114
"2020-06-12 00:00:00",443,7515137
"2020-06-13 00:00:00",443,7653811
"2020-06-14 00:00:00",443,7785589
"2020-06-15 00:00:00",445,7915526
"2020-06-16 00:00:00",445,8036854
"2020-06-17 00:00:00",445,8174808
"2020-06-18 00:00:00",446,8318529
"2020-06-19 00:00:00",446,8449609
"2020-06-20 00:00:00",446,8627385
"2020-06-21 00:00:00",446,8786192
"2020-06-22 00:00:00",446,8920435
"2020-06-23 00:00:00",446,9060551
"2020-06-24 00:00:00",446,9219875
"2020-06-25 00:00:00",447,9391942
"2020-06-26 00:00:00",447,9569168
"2020-06-27 00:00:00",447,9760835
"2020-06-28 00:00:00",447,9940549
"2020-06-29 00:00:00",447,10104333
"2020-06-30 00:00:00",447,10264368
"2020-07-01 00:00:00",447,10436375
"2020-07-02 00:00:00",448,10639697
"2020-07-03 00:00:00",449,10833507
"2020-07-04 00:00:00",449,11040380
"2020-07-05 00:00:00",449,11234071
"2020-07-06 00:00:00",449,11405790
"2020-07-07 00:00:00",449,11589008
"2020-07-08 00:00:00",449,11796201
"2020-07-09 00:00:00",449,12004297
"2020-07-10 00:00:00",451,12230068
"2020-07-11 00:00:00",451,12463669
"2020-07-12 00:00:00",451,12683550
"2020-07-13 00:00:00",451,12881501
"2020-07-14 00:00:00",451,13077754
"2020-07-15 00:00:00",451,13294181
"2020-07-16 00:00:00",452,13522070
"2020-07-17 00:00:00",454,13766471
"2020-07-18 00:00:00",454,14012449
"2020-07-19 00:00:00",455,14235989
"2020-07-20 00:00:00",455,14463597
"2020-07-21 00:00:00",455,14677271
"2020-07-22 00:00:00",455,14912927
"2020-07-23 00:00:00",455,15182291
"2020-07-24 00:00:00",458,15466590
"2020-07-25 00:00:00",458,15751658
"2020-07-26 00:00:00",458,16014232
"2020-07-27 00:00:00",462,16230427
"2020-07-28 00:00:00",467,16456481
"2020-07-29 00:00:00",467,16701684
"2020-07-30 00:00:00",467,16987000
"2020-07-31 00:00:00",467,17274732
"2020-08-01 00:00:00",474,17560314
"2020-08-02 00:00:00",475,17825813
"2020-08-03 00:00:00",475,18057352
"2020-08-04 00:00:00",476,18264641
"2020-08-05 00:00:00",476,18516907
"2020-08-06 00:00:00",477,18777706
"2020-08-07 00:00:00",477,19054642
"2020-08-08 00:00:00",479,19337896
"2020-08-09 00:00:00",480,19607698
"2020-08-10 00:00:00",480,19831970
"2020-08-11 00:00:00",480,20061999
"2020-08-12 00:00:00",481,20314860
"2020-08-13 00:00:00",481,20588936
"2020-08-14 00:00:00",481,20879858
"2020-08-15 00:00:00",482,21175925
"2020-08-16 00:00:00",484,21437602
"2020-08-17 00:00:00",485,21674407
"2020-08-18 00:00:00",486,21878310
"2020-08-19 00:00:00",486,22123138
"2020-08-20 00:00:00",486,22390698
"2020-08-21 00:00:00",487,22667497
"2020-08-22 00:00:00",487,22925928
"2020-08-23 00:00:00",487,23195073
"2020-08-24 00:00:00",487,23416209
"2020-08-25 00:00:00",487,23639727
"2020-08-26 00:00:00",487,23882643
"2020-08-27 00:00:00",487,24149743
"2020-08-28 00:00:00",487,24420699
"2020-08-29 00:00:00",488,24708623
"2020-08-30 00:00:00",488,24987878
"2020-08-31 00:00:00",488,25212238
"2020-09-01 00:00:00",488,25478653
"2020-09-02 00:00:00",489,25731577
"2020-09-03 00:00:00",489,26011421
"2020-09-04 00:00:00",490,26289280
"2020-09-05 00:00:00",492,26588946
"2020-09-06 00:00:00",493,26856971
"2020-09-07 00:00:00",494,27094462
"2020-09-08 00:00:00",495,27327130
"2020-09-09 00:00:00",495,27545687
"2020-09-10 00:00:00",496,27826879
"2020-09-11 00:00:00",498,28127739
"2020-09-12 00:00:00",498,28444446
"2020-09-13 00:00:00",498,28732852
"2020-09-14 00:00:00",499,28985719
"2020-09-15 00:00:00",499,29262157
"2020-09-16 00:00:00",500,29536568
"2020-09-17 00:00:00",503,29833859
"2020-09-18 00:00:00",503,30142974
"2020-09-19 00:00:00",506,30474620
"2020-09-20 00:00:00",507,30782645
"2020-09-21 00:00:00",509,31030101
"2020-09-22 00:00:00",509,31308178
"2020-09-23 00:00:00",509,31577515
"2020-09-24 00:00:00",509,31889768
"2020-09-25 00:00:00",510,32200011
"2020-09-26 00:00:00",510,32525957
"2020-09-27 00:00:00",510,32812400
"2020-09-28 00:00:00",513,33082747
"2020-09-29 00:00:00",513,33350702
"2020-09-30 00:00:00",514,33626408
"2020-10-01 00:00:00",515,33938026
"2020-10-02 00:00:00",517,34262977
"2020-10-03 00:00:00",517,34588691
"2020-10-04 00:00:00",517,34899831
"2020-10-05 00:00:00",518,35173005
"2020-10-06 00:00:00",521,35456343
"2020-10-07 00:00:00",523,35789350
"2020-10-08 00:00:00",524,36131183
"2020-10-09 00:00:00",527,36493448
"2020-10-10 00:00:00",527,36850502
"2020-10-11 00:00:00",527,37203628
"2020-10-12 00:00:00",529,37507992
"2020-10-13 00:00:00",529,37811455
"2020-10-14 00:00:00",529,38110779
"2020-10-15 00:00:00",530,38483217
"2020-10-16 00:00:00",534,38889379
"2020-10-17 00:00:00",534,39304220
"2020-10-18 00:00:00",534,39689277
"2020-10-19 00:00:00",539,40026087
"2020-10-20 00:00:00",542,40396787
"2020-10-21 00:00:00",543,40773626
"2020-10-22 00:00:00",547,41199888
"2020-10-23 00:00:00",547,41688611
"2020-10-24 00:00:00",549,42177974
"2020-10-25 00:00:00",549,42644878
"2020-10-26 00:00:00",549,43060967
"2020-10-27 00:00:00",549,43506124
"2020-10-28 00:00:00",550,43961324
"2020-10-29 00:00:00",553,44463734
"2020-10-30 00:00:00",554,45004575
"2020-10-31 00:00:00",555,45577749
"2020-11-01 00:00:00",558,46062925
"2020-11-02 00:00:00",563,46515378
"2020-11-03 00:00:00",567,47019272
"2020-11-04 00:00:00",568,47502619
"2020-11-05 00:00:00",569,48071984
"2020-11-06 00:00:00",573,48676833
"2020-11-07 00:00:00",573,49305068
"2020-11-08 00:00:00",577,49920054
"2020-11-09 00:00:00",578,50399894
"2020-11-10 00:00:00",580,50928914
"2020-11-11 00:00:00",584,51510611
"2020-11-12 00:00:00",589,52150294
"2020-11-13 00:00:00",597,52786233
"2020-11-14 00:00:00",600,53436389
"2020-11-15 00:00:00",602,54034087
"2020-11-16 00:00:00",603,54564759
"2020-11-17 00:00:00",605,55068799
"2020-11-18 00:00:00",607,55654516
"2020-11-19 00:00:00",609,56261782
"2020-11-20 00:00:00",611,56915208
"2020-11-21 00:00:00",611,57585207
"2020-11-22 00:00:00",617,58164246
"2020-11-23 00:00:00",618,58685136
"2020-11-24 00:00:00",618,59196768
"2020-11-25 00:00:00",623,59779470
"2020-11-26 00:00:00",625,60398042
"2020-11-27 00:00:00",639,61000758
"2020-11-28 00:00:00",648,61682992
"2020-11-29 00:00:00",651,62267912
"2020-11-30 00:00:00",675,62778412
"2020-12-01 00:00:00",679,63282069
"2020-12-02 00:00:00",685,63876680
"2020-12-03 00:00:00",686,64517019
"2020-12-04 00:00:00",690,65191422
"2020-12-05 00:00:00",693,65882410
"2020-12-06 00:00:00",715,66536369
"2020-12-07 00:00:00",716,67089645
"2020-12-08 00:00:00",718,67609112
"2020-12-09 00:00:00",720,68229520
"2020-12-10 00:00:00",724,68902550
"2020-12-11 00:00:00",725,69576495
"2020-12-12 00:00:00",733,70284841
"2020-12-13 00:00:00",736,70928775
"2020-12-14 00:00:00",740,71470238
"2020-12-15 00:00:00",742,72021709
"2020-12-16 00:00:00",749,72606957
"2020-12-17 00:00:00",757,73324505
"2020-12-18 00:00:00",759,74054497
"2020-12-19 00:00:00",763,74762798
"2020-12-20 00:00:00",766,75402837
"2020-12-21 00:00:00",766,75953175
"2020-12-22 00:00:00",770,76515988
"2020-12-23 00:00:00",776,77112401
"2020-12-24 00:00:00",776,77823896
"2020-12-25 00:00:00",780,78514813
"2020-12-26 00:00:00",783,78989419
"2020-12-27 00:00:00",785,80301668
"2020-12-28 00:00:00",793,80725497
"2020-12-29 00:00:00",795,81244046
"2020-12-30 00:00:00",797,81927339
"2020-12-31 00:00:00",799,82616848
"2021-01-01 00:00:00",802,83367657
"2021-01-02 00:00:00",808,83918009
"2021-01-03 00:00:00",812,84538551
"2021-01-04 00:00:00",815,85107459
"2021-01-05 00:00:00",817,85627126
"2021-01-06 00:00:00",819,86346788
"2021-01-07 00:00:00",822,87116014
"2021-01-08 00:00:00",825,87982519
"2021-01-09 00:00:00",828,88816384
"2021-01-10 00:00:00",828,89566944
"2021-01-11 00:00:00",834,90200005
"2021-01-12 00:00:00",838,90812110
"2021-01-13 00:00:00",842,91487062
"2021-01-14 00:00:00",842,92230912
"2021-01-15 00:00:00",843,92984501
"2021-01-16 00:00:00",851,93755893
"2021-01-17 00:00:00",855,94410479
"2021-01-18 00:00:00",862,94964580
"2021-01-19 00:00:00",868,95489949
"2021-01-20 00:00:00",870,96075240
"2021-01-21 00:00:00",872,96751434
"2021-01-22 00:00:00",881,97419451
"2021-01-23 00:00:00",884,98082596
"2021-01-24 00:00:00",889,98671668
"2021-01-25 00:00:00",889,99122018
"2021-01-26 00:00:00",890,99624129
"2021-01-27 00:00:00",893,100179203
"2021-01-28 00:00:00",895,100776693
"2021-01-29 00:00:00",899,101366952
"2021-01-30 00:00:00",909,101965649
"2021-01-31 00:00:00",911,102475907
"2021-02-01 00:00:00",912,102895577
"2021-02-02 00:00:00",915,103344650
"2021-02-03 00:00:00",917,103802724
"2021-02-04 00:00:00",919,104290563
"2021-02-05 00:00:00",923,104811262
"2021-02-06 00:00:00",924,105303633
"2021-02-07 00:00:00",927,105738492
"2021-02-08 00:00:00",928,106094508
"2021-02-09 00:00:00",933,106442046
"2021-02-10 00:00:00",935,106824815
"2021-02-11 00:00:00",936,107261704
"2021-02-12 00:00:00",937,107710329
"2021-02-13 00:00:00",937,108139467
"2021-02-14 00:00:00",937,108516122
"2021-02-15 00:00:00",937,108818647
"2021-02-16 00:00:00",937,109105266
"2021-02-17 00:00:00",938,109445363
"2021-02-18 00:00:00",940,109838897
"2021-02-19 00:00:00",941,110249608
"2021-02-20 00:00:00",942,110654230
"2021-02-21 00:00:00",942,111030769
"2021-02-22 00:00:00",942,111348568
"2021-02-23 00:00:00",942,111645734
"2021-02-24 00:00:00",946,112021538
"2021-02-25 00:00:00",951,112451388
"2021-02-26 00:00:00",951,112904475
"2021-02-27 00:00:00",954,113328848
"2021-02-28 00:00:00",955,113740274
"2021-03-01 00:00:00",955,114053260
"2021-03-02 00:00:00",955,114360594
"2021-03-03 00:00:00",958,114646497
"2021-03-04 00:00:00",960,115085825
"2021-03-05 00:00:00",960,115541851
"2021-03-06 00:00:00",967,115998858
"2021-03-07 00:00:00",969,116411608
"2021-03-08 00:00:00",976,116782652
"2021-03-09 00:00:00",977,117090760
"2021-03-10 00:00:00",978,117482686
"2021-03-11 00:00:00",978,117945710
"2021-03-12 00:00:00",984,118421846
"2021-03-13 00:00:00",984,118910065
"2021-03-14 00:00:00",985,119370274
"2021-03-15 00:00:00",990,119732275
"2021-03-16 00:00:00",990,120084463
"2021-03-17 00:00:00",990,120530790
"2021-03-18 00:00:00",998,121060696
"2021-03-19 00:00:00",1004,121607119
"2021-03-20 00:00:00",1005,122115865
"2021-03-21 00:00:00",1006,122675047
"2021-03-22 00:00:00",1006,123096896
"2021-03-23 00:00:00",1007,123528014
"2021-03-24 00:00:00",1009,124010375
"2021-03-25 00:00:00",1012,124629548
"2021-03-26 00:00:00",1013,125254574
"2021-03-27 00:00:00",1020,125884551
"2021-03-28 00:00:00",1022,126483586
"2021-03-29 00:00:00",1023,126959063
"2021-03-30 00:00:00",1024,127438143
"2021-03-31 00:00:00",1030,127993949
"2021-04-01 00:00:00",1036,128635677
"2021-04-02 00:00:00",1039,129337091
"2021-04-03 00:00:00",1045,129976317
"2021-04-04 00:00:00",1047,130510648
"2021-04-05 00:00:00",1048,131062603
"2021-04-06 00:00:00",1050,131545283
"2021-04-07 00:00:00",1050,132146467
"2021-04-08 00:00:00",1050,132794158
"2021-04-09 00:00:00",1054,133670838
"2021-04-10 00:00:00",1056,134383961
"2021-04-11 00:00:00",1057,135052733
"2021-04-12 00:00:00",1058,135712989
"2021-04-13 00:00:00",1062,136333055
"2021-04-14 00:00:00",1067,137069553
"2021-04-15 00:00:00",1068,137853155
"2021-04-16 00:00:00",1070,138672754
"2021-04-17 00:00:00",1072,139512006
"2021-04-18 00:00:00",1073,140281697
"2021-04-19 00:00:00",1076,140983683
"2021-04-20 00:00:00",1078,141680513
"2021-04-21 00:00:00",1082,142478685
"2021-04-22 00:00:00",1086,143350266
"2021-04-23 00:00:00",1090,144218541
"2021-04-24 00:00:00",1097,145115592
"2021-04-25 00:00:00",1100,145947266
"2021-04-26 00:00:00",1104,146677781
"2021-04-27 00:00:00",1110,147403645
"2021-04-28 00:00:00",1116,148190965
"2021-04-29 00:00:00",1121,149065332
"2021-04-30 00:00:00",1128,149958961
"2021-05-01 00:00:00",1132,150823771
"2021-05-02 00:00:00",1137,151634330
"2021-05-03 00:00:00",1145,152351981
"2021-05-04 00:00:00",1153,153039473
"2021-05-05 00:00:00",1160,153809972
"2021-05-06 00:00:00",1173,154617305
"2021-05-07 00:00:00",1178,155475524
"2021-05-08 00:00:00",1183,156341052
"2021-05-09 00:00:00",1184,157119952
"2021-05-10 00:00:00",1199,157813954
"2021-05-11 00:00:00",1210,158476672
"2021-05-12 00:00:00",1231,159182855
"2021-05-13 00:00:00",1256,159921757
"2021-05-14 00:00:00",1290,160682464
"2021-05-15 00:00:00",1475,161415394
"2021-05-16 00:00:00",1682,162067860
"2021-05-17 00:00:00",2017,162643730
"2021-05-18 00:00:00",2260,163210908
"2021-05-19 00:00:00",2533,163883728
"2021-05-20 00:00:00",2825,164532008
"2021-05-21 00:00:00",3139,164843584
"2021-05-22 00:00:00",3862,165469154
"2021-05-23 00:00:00",4322,166063320
"2021-05-24 00:00:00",4917,166565282
"2021-05-25 00:00:00",5456,167048374
"2021-05-26 00:00:00",6091,167563632
"2021-05-27 00:00:00",6761,168121025
"2021-05-28 00:00:00",7315,168696219
"2021-05-29 00:00:00",7806,169218688
"2021-05-30 00:00:00",8160,169712539
"2021-05-31 00:00:00",8511,170125300
"2021-06-01 00:00:00",8842,170525984
"2021-06-02 00:00:00",9389,170973371
"2021-06-03 00:00:00",9974,171467655
"2021-06-04 00:00:00",10446,171951851
"2021-06-05 00:00:00",10956,172384546
"2021-06-06 00:00:00",11298,172790450
"2021-06-07 00:00:00",11491,173135210
"2021-06-08 00:00:00",11694,173473349
"2021-06-09 00:00:00",11968,173829882
"2021-06-10 00:00:00",12222,174246789
"2021-06-11 00:00:00",12500,174692393
"2021-06-12 00:00:00",12746,175110913
"2021-06-13 00:00:00",12921,175500143
"2021-06-14 00:00:00",13106,175815010
"2021-06-15 00:00:00",13241,176135001
"2021-06-16 00:00:00",13409,176489954
"2021-06-17 00:00:00",13584,176887777
"2021-06-18 00:00:00",13771,177287735
"2021-06-19 00:00:00",13896,177688994
"2021-06-20 00:00:00",14005,178054499
"2021-06-21 00:00:00",14080,178364548
"2021-06-22 00:00:00",14157,178666164
"2021-06-23 00:00:00",14260,179026192
"2021-06-24 00:00:00",14389,179455484
"2021-06-25 00:00:00",14465,179861683
"2021-06-26 00:00:00",14545,180272776
"2021-06-27 00:00:00",14634,180643289
"2021-06-28 00:00:00",14694,180973991
"2021-06-29 00:00:00",14748,181313130
"2021-06-30 00:00:00",14804,181681318
"2021-07-01 00:00:00",14853,182068970
"2021-07-02 00:00:00",14911,182509021
"2021-07-03 00:00:00",14991,182939124
"2021-07-04 00:00:00",15030,183334912
"2021-07-05 00:00:00",15061,183671058
"2021-07-06 00:00:00",15088,184041712
"2021-07-07 00:00:00",15128,184469340
"2021-07-08 00:00:00",15149,184933482
"2021-07-09 00:00:00",15185,185418465
"2021-07-10 00:00:00",15218,185908277
"2021-07-11 00:00:00",15249,186354908
"2021-07-12 00:00:00",15273,186734635
"2021-07-13 00:00:00",15302,187161047
"2021-07-14 00:00:00",15328,187668898
"2021-07-15 00:00:00",15346,188218973
"2021-07-16 00:00:00",15378,188773478
"2021-07-17 00:00:00",15390,189369667
"2021-07-18 00:00:00",15408,189846156
"2021-07-19 00:00:00",15429,190298340
"2021-07-20 00:00:00",15453,190793007
"2021-07-21 00:00:00",15478,191284034
"2021-07-22 00:00:00",15511,191833437
"2021-07-23 00:00:00",15535,192400867
"2021-07-24 00:00:00",15558,193019846
"2021-07-25 00:00:00",15571,193563372
"2021-07-26 00:00:00",15582,194013892
"2021-07-27 00:00:00",15599,194557225
"2021-07-28 00:00:00",15619,195136122
"2021-07-29 00:00:00",15637,195784229
"2021-07-30 00:00:00",15662,196420928
"2021-07-31 00:00:00",15674,197126031
"2021-08-01 00:00:00",15688,197684414
"2021-08-02 00:00:00",15702,198161797
"2021-08-03 00:00:00",15721,198749758
"2021-08-04 00:00:00",15742,199347868
"2021-08-05 00:00:00",15753,200014793
"2021-08-06 00:00:00",15765,200706350
"2021-08-07 00:00:00",15775,201527553
"2021-08-08 00:00:00",15782,202078433
"2021-08-09 00:00:00",15790,202564281
"2021-08-10 00:00:00",15798,203189900
"2021-08-11 00:00:00",15814,203789369
"2021-08-12 00:00:00",15820,204473787
"2021-08-13 00:00:00",15836,205213469
"2021-08-14 00:00:00",15843,206004181
"2021-08-15 00:00:00",15852,206617021
"2021-08-16 00:00:00",15862,207099269
"2021-08-17 00:00:00",15880,207724769
"2021-08-18 00:00:00",15891,208384159
"2021-08-19 00:00:00",15897,209086308
"2021-08-20 00:00:00",15906,209777611
"2021-08-21 00:00:00",15916,210622972
"2021-08-22 00:00:00",15926,211192498
"2021-08-23 00:00:00",15932,211660623
"2021-08-24 00:00:00",15938,212328469
"2021-08-25 00:00:00",15939,212898576
"2021-08-26 00:00:00",15947,213661237
"2021-08-27 00:00:00",15954,214372663
"2021-08-28 00:00:00",15960,215212683
"2021-08-29 00:00:00",15983,215755392
"2021-08-30 00:00:00",15991,216223165
"2021-08-31 00:00:00",15995,216863526
"2021-09-01 00:00:00",16001,217477539
"2021-09-02 00:00:00",16006,218166956
"2021-09-03 00:00:00",16012,218820424
"2021-09-04 00:00:00",16013,219474689
"2021-09-05 00:00:00",16019,220094470
